cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw
80,1,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,12.261894736841972,fused_moe_asmjit_aot__16_True_False_False,0.03%,0.0,,0%,12.261894736841972,1,1.73,24725.28
80,2,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,25.00851948051971,fused_moe_asmjit_aot__16_True_False_False,0.08%,0.0,,0%,25.00851948051971,1,1.7,12123.39
80,4,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,33.95748999999995,fused_moe_asmjit_aot__16_True_False_False,0.03%,0.0,,0%,33.95748999999995,1,2.5,8929.0
80,8,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,45.79925263157885,fused_moe_asmjit_aot__16_True_False_False,0.21%,0.0,,0%,45.79925263157885,1,3.71,6621.14
80,16,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,72.93510000000023,fused_moe_asmjit_aot__16_True_False_False,0.04%,0.0,,0%,72.93510000000023,1,4.66,4158.72
80,32,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,87.7625499999996,fused_moe_asmjit_aot__16_True_False_False,0.05%,0.0,,0%,87.7625499999996,1,7.74,3457.79
80,128,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,180.64290109890035,fused_moe_asmjit_aot__64_True_True_False,0.89%,0.0,,0%,180.64290109890035,1,15.05,1684.81
80,1024,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,221.97228421052594,fused_moe_asmjit_aot__64_True_True_False,1.15%,0.0,,0%,221.97228421052594,1,97.95,1408.31
80,2048,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,402.5496363636364,fused_moe_asmjit_aot__64_True_True_False,1.32%,0.0,,0%,402.5496363636364,1,108.03,800.01
80,4096,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,661.1434400000019,fused_moe_asmjit_aot__128_True_True_True,1.29%,0.0,,0%,661.1434400000019,1,131.55,515.65
80,8192,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1125.893210000002,fused_moe_asmjit_aot__128_True_True_True,1.38%,0.0,,0%,1125.893210000002,1,154.5,336.33
80,16384,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,2096.632313131311,fused_moe_asmjit_aot__128_True_True_True,1.34%,0.0,,0%,2096.632313131311,1,165.93,216.62
80,32768,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,4056.1607799999974,fused_moe_asmjit_aot__128_True_True_True,1.37%,0.0,,0%,4056.1607799999974,1,171.54,149.2
80,65536,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,8100.5297700000265,fused_moe_asmjit_aot__128_True_True_True,1.37%,0.0,,0%,8100.5297700000265,1,171.79,111.99
80,131072,3072,128,257,9,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,16317.250568421041,fused_moe_asmjit_aot__128_True_True_True,1.40%,0.0,,0%,16317.250568421041,1,170.56,92.61
